date,day,period,nswprice,nswdemand,vicprice,vicdemand,transfer
0.442724,3,0.765957,0.156719,0.702916,0.010193,0.65044,0.597807
0.88943,3,0.893617,0.033746,0.59878,0.002329,0.530554,0.389474
0.009292,3,0.12766,0.062357,0.342011,0.003467,0.422915,0.414912
0.452369,5,0.297872,0.050829,0.634484,0.003492,0.512429,0.344737
0.027211,5,0.404255,0.093371,0.533323,0.003467,0.422915,0.414912
0.005133,7,0.06383,0.042272,0.247397,0.003467,0.422915,0.414912
0.880315,6,0.021277,0.046325,0.397501,0.003066,0.322631,0.508333
0.906774,5,0.06383,0.048697,0.306903,0.003268,0.308648,0.507456
0.023008,7,0.404255,0.09253,0.34573,0.003467,0.422915,0.414912
0.911641,4,0.085106,0.042813,0.199345,0.002825,0.330658,0.612281
0.880757,2,0.06383,0.025339,0.140137,0.001327,0.276541,0.831579
0.911774,7,0.0,0.059896,0.383963,0.003918,0.419731,0.576316
0.903588,3,0.893617,0.037889,0.394377,0.002528,0.334801,0.482895
0.022211,3,0.787234,0.057884,0.491818,0.003467,0.422915,0.414912
0.014026,6,0.021277,0.067071,0.527968,0.003467,0.422915,0.414912
0.451573,1,0.042553,0.03894,0.364624,0.00257,0.469446,0.645175
0.877085,2,0.957447,0.034826,0.469057,0.00236,0.318488,0.39693
0.01761,4,0.276596,0.084844,0.498661,0.003467,0.422915,0.414912
0.46936,7,0.0,0.030203,0.34097,0.002017,0.307354,0.559649
0.01761,4,0.106383,0.058364,0.298126,0.003467,0.422915,0.414912
0.468829,2,0.574468,0.029182,0.469057,0.001961,0.296737,0.508772
0.460997,6,0.12766,0.030353,0.247545,0.002038,0.252719,0.63114
0.469979,7,0.87234,0.028221,0.356293,0.001901,0.245469,0.585526
0.424937,6,0.468085,0.074517,0.339334,0.003467,0.422915,0.414912
0.474094,2,0.744681,0.035937,0.585242,0.002437,0.356292,0.596491
0.018052,7,0.723404,0.069713,0.282505,0.003467,0.422915,0.414912
0.876643,6,0.404255,0.029482,0.602053,0.001986,0.569653,0.414035
0.456573,3,0.042553,0.034046,0.52529,0.002231,0.510616,0.571053
0.425424,3,0.191489,0.075958,0.202321,0.003467,0.422915,0.414912
0.469316,6,0.851064,0.03972,0.416096,0.002657,0.366649,0.460526
0.443387,4,0.93617,0.043563,0.47352,0.002883,0.392802,0.679386
0.442547,6,0.914894,0.06563,0.456263,0.004383,0.404454,0.500526
0.000398,4,0.744681,0.149664,0.678667,0.003467,0.422915,0.414912
0.876643,6,0.319149,0.028612,0.516067,0.001892,0.527447,0.489035
0.45144,5,0.510638,0.03948,0.617971,0.002673,0.655878,0.471491
0.447768,6,0.893617,0.036538,0.567986,0.00247,0.433972,0.571491
0.871643,7,0.148936,0.024769,0.150997,0.001111,0.214397,0.798684
0.44675,4,0.978723,0.040801,0.555192,0.002574,0.474366,0.717982
0.876864,4,0.787234,0.028822,0.487504,0.001936,0.43682,0.399123
0.031769,3,0.446809,0.089798,0.315829,0.003467,0.422915,0.414912
0.446927,1,0.297872,0.041071,0.225379,0.000862,0.112895,0.765789
0.460466,1,0.446809,0.025459,0.356293,0.001703,0.281719,0.763158
0.872041,2,0.021277,0.027471,0.223148,0.000831,0.25738,0.710526
0.902526,7,0.851064,0.072505,0.509521,0.004792,0.409891,0.523246
0.425424,3,0.851064,0.110994,0.466379,0.003467,0.422915,0.414912
0.442414,3,0.787234,0.112796,0.540167,0.007545,0.581046,0.500526
0.902748,5,0.255319,0.058094,0.363434,0.003833,0.409632,0.624561
0.438255,6,0.085106,0.048337,0.24457,0.003467,0.422915,0.414912
0.912039,6,0.829787,0.045695,0.41208,0.003039,0.41999,0.380263
0.004248,1,1.0,0.076108,0.475156,0.003467,0.422915,0.414912
0.013805,1,0.148936,0.045034,0.15055,0.003467,0.422915,0.414912
0.911597,3,0.468085,0.050318,0.513389,0.003355,0.571466,0.421491
0.013406,6,0.297872,0.078029,0.367301,0.003467,0.422915,0.414912
0.017787,1,0.404255,0.10526,0.565605,0.003467,0.422915,0.414912
0.018451,2,0.659574,0.089378,0.480363,0.003467,0.422915,0.414912
0.447193,7,0.170213,0.014741,0.185659,0.000976,0.235888,0.648684
0.473165,2,0.468085,0.03882,0.580184,0.002592,0.522786,0.438158
0.429229,6,0.787234,0.085655,0.403005,0.003467,0.422915,0.414912
0.884651,6,0.510638,0.028101,0.519339,0.001953,0.553081,0.410526
0.907924,3,0.446809,0.075507,0.52529,0.005174,0.664164,0.292544
0.871953,7,0.170213,0.029242,0.149955,0.000837,0.195753,0.769737
0.898721,4,0.340426,0.095983,0.602202,0.006493,0.679182,0.247368
0.473607,5,0.021277,0.02648,0.298572,0.001791,0.312791,0.615789
0.433432,1,0.744681,0.075718,0.504463,0.003467,0.422915,0.414912
0.429627,1,0.170213,0.069593,0.163939,0.003467,0.422915,0.414912
0.47374,1,0.382979,0.029963,0.398096,0.001901,0.246245,0.864912
0.469625,6,0.765957,0.040981,0.389319,0.002794,0.397721,0.266228
0.880846,4,0.638298,0.030743,0.451205,0.001959,0.474107,0.670175
0.460068,6,0.851064,0.030353,0.507289,0.002023,0.468669,0.439035
0.464448,7,0.893617,0.036388,0.329515,0.002453,0.308907,0.564912
0.438476,4,0.085106,0.058244,0.260785,0.003467,0.422915,0.414912
0.898677,3,0.87234,0.081752,0.645492,0.005405,0.555671,0.455263
0.907836,1,0.404255,0.044854,0.358375,0.002916,0.248058,0.721491
0.867705,1,0.638298,0.032785,0.452098,0.001905,0.26463,0.897807
0.889562,6,0.382979,0.028972,0.623624,0.002036,0.642413,0.240789
0.876775,2,0.978723,0.029572,0.453139,0.001888,0.346194,0.594737
0.47405,1,0.106383,0.024589,0.094763,0.001631,0.19912,0.767982
0.907615,3,0.382979,0.09241,0.543588,0.006261,0.612636,0.392105
0.455644,3,0.361702,0.047586,0.684915,0.003255,0.708182,0.342982
0.44237,2,0.276596,0.050078,0.375632,0.003502,0.330917,0.500526
0.885448,3,0.723404,0.046986,0.63374,0.003172,0.629726,0.486842
0.893589,6,0.042553,0.286448,0.577507,0.018625,0.522268,0.743421
0.000708,4,0.787234,0.044224,0.638352,0.003467,0.422915,0.414912
0.434007,7,0.042553,0.043383,0.134781,0.003467,0.422915,0.414912
0.491261,5,0.446809,0.053621,0.492711,0.003716,0.490678,0.271491
0.876067,7,0.914894,0.029933,0.304076,0.000723,0.228897,0.812719
0.465201,3,0.744681,0.06641,0.488248,0.004616,0.505697,0.195614
0.907659,4,0.148936,0.042813,0.195626,0.002804,0.287675,0.642105
0.894429,4,0.914894,0.054581,0.606813,0.003673,0.539358,0.509211
0.005309,4,0.319149,0.089798,0.623326,0.003467,0.422915,0.414912
0.004779,6,0.085106,0.072415,0.358524,0.003467,0.422915,0.414912
0.009469,7,0.787234,0.042602,0.708271,0.003467,0.422915,0.414912
0.89881,6,0.93617,0.05296,0.471437,0.00361,0.389694,0.521053
0.881288,7,0.87234,0.029813,0.323564,0.001936,0.34231,0.630263
0.004292,2,0.361702,0.043503,0.526331,0.003467,0.422915,0.414912
0.871864,5,0.382979,0.031164,0.631955,0.002023,0.649404,0.469737
0.026326,6,0.021277,0.07836,0.301398,0.003467,0.422915,0.414912
0.03168,1,0.468085,0.058785,0.459833,0.003467,0.422915,0.414912
0.91173,6,0.276596,0.087727,0.491818,0.005997,0.669601,0.303947
0.460643,5,0.085106,0.030563,0.336507,0.002056,0.396427,0.591667
0.912438,1,0.319149,0.050829,0.302291,0.002464,0.213102,0.689474
0.429008,1,0.404255,0.096073,0.53615,0.003467,0.422915,0.414912
0.881333,1,0.893617,0.031914,0.344987,0.002067,0.336613,0.642982
0.867838,4,0.765957,0.028492,0.450164,0.001863,0.515277,0.516667
0.884651,6,0.361702,0.029182,0.517257,0.002034,0.613672,0.314035
0.425556,6,0.531915,0.084574,0.338292,0.003467,0.422915,0.414912
0.871776,3,0.978723,0.036748,0.420262,0.00178,0.431383,0.710088
0.026901,5,0.319149,0.109253,0.515174,0.003467,0.422915,0.414912
0.890182,6,0.06383,0.080611,0.513091,0.004111,0.523563,0.576316
0.868059,2,0.319149,0.029002,0.246206,0.000837,0.158726,0.858333
0.03137,1,0.680851,0.125465,0.603689,0.003467,0.422915,0.414912
0.893899,6,0.787234,0.086406,0.843945,0.005823,0.725531,0.464035
0.906774,5,0.489362,0.132731,0.606516,0.008866,0.52175,0.441228
0.018052,7,0.297872,0.060406,0.177477,0.003467,0.422915,0.414912
0.894429,4,0.510638,0.061337,0.583904,0.004152,0.639306,0.354386
0.867838,4,0.0,0.028011,0.350491,0.000841,0.357846,0.661404
0.911951,4,0.829787,0.045635,0.478578,0.00307,0.482651,0.388158
0.473475,2,0.765957,0.027261,0.45909,0.001843,0.41274,0.556579
0.889385,2,0.510638,0.070073,0.451056,0.002009,0.315122,0.659649
0.898102,6,0.531915,0.028612,0.493454,0.002005,0.559296,0.283333
0.912128,1,0.765957,0.042783,0.313448,0.002833,0.281978,0.611404
0.460068,6,0.106383,0.030893,0.267777,0.002069,0.347488,0.445175
0.89881,6,0.382979,0.082172,0.598036,0.005436,0.633868,0.569298
0.890049,3,0.106383,0.031914,0.342904,0.0021,0.449249,0.55
0.468873,3,0.382979,0.050618,0.53853,0.00339,0.215173,0.68114
0.889961,1,0.276596,0.027081,0.197263,0.001755,0.191869,0.742982
0.424671,7,0.978723,0.058394,0.246058,0.003467,0.422915,0.414912
0.424583,5,0.425532,0.074817,0.411038,0.003467,0.422915,0.414912
0.451971,3,0.106383,0.040891,0.397501,0.002441,0.379078,0.72193
0.880359,7,0.191489,0.036117,0.123178,0.00241,0.168307,0.539912
0.013362,5,0.042553,0.088567,0.542696,0.003467,0.422915,0.414912
0.021857,2,0.446809,0.107151,0.515472,0.003467,0.422915,0.414912
0.013451,7,0.87234,0.074817,0.525736,0.003467,0.422915,0.414912
0.452192,1,0.851064,0.033656,0.571854,0.002318,0.374417,0.450877
0.89912,6,0.170213,0.045515,0.231776,0.002987,0.33972,0.652632
0.000531,7,0.361702,0.084064,0.315977,0.003467,0.422915,0.414912
0.871997,1,0.808511,0.034286,0.505058,0.002098,0.322113,0.917105
0.433476,2,0.297872,0.071664,0.490925,0.003467,0.422915,0.414912
0.008628,2,0.531915,0.074817,0.529753,0.003467,0.422915,0.414912
0.455865,1,0.638298,0.032575,0.296935,0.001124,0.223459,0.747368
0.894474,5,0.617021,0.061307,0.557423,0.00414,0.64319,0.397807
0.022742,1,0.765957,0.090729,0.482743,0.003467,0.422915,0.414912
0.866953,5,0.021277,0.034346,0.260785,0.002513,0.209218,0.661404
0.455555,1,0.574468,0.033025,0.349003,0.001554,0.264889,0.829386
0.880404,2,0.787234,0.031704,0.638649,0.002152,0.627395,0.348246
0.001062,5,0.851064,0.043983,0.5241,0.003467,0.422915,0.414912
0.018539,4,0.957447,0.054551,0.437072,0.003467,0.422915,0.414912
0.889961,1,0.212766,0.027321,0.141476,0.00177,0.206111,0.750877
0.899075,5,0.978723,0.093641,0.586433,0.006242,0.563956,0.525
0.425512,5,0.297872,0.081422,0.437816,0.003467,0.422915,0.414912
0.456351,5,0.574468,0.033325,0.503422,0.002227,0.55593,0.526754
0.872395,3,0.957447,0.034166,0.437221,0.001361,0.343604,0.753947
0.026769,2,0.851064,0.051459,0.38679,0.003467,0.422915,0.414912
0.911508,1,0.404255,0.043923,0.39512,0.002703,0.267737,0.834211
0.903279,3,0.93617,0.081932,0.429337,0.005372,0.371828,0.604825
0.903013,4,0.319149,0.090549,0.553853,0.006045,0.621958,0.303509
0.014336,6,0.170213,0.0529,0.185808,0.003467,0.422915,0.414912
0.877129,3,0.191489,0.033445,0.188486,0.002164,0.209736,0.587281
0.893766,3,0.638298,0.063558,0.556828,0.0043,0.577421,0.457018
0.88089,5,0.787234,0.029332,0.537935,0.001919,0.560073,0.55614
0.008893,1,0.574468,0.120151,0.582862,0.003467,0.422915,0.414912
0.898235,7,0.085106,0.053771,0.391104,0.003448,0.460901,0.673684
0.875802,1,0.765957,0.028582,0.356293,0.00146,0.275764,0.885526
0.451573,1,0.255319,0.036418,0.191758,0.000931,0.198084,0.860088
0.442945,1,0.404255,0.045965,0.426212,0.003035,0.21362,0.679825
0.031326,7,0.851064,0.075958,0.31925,0.003467,0.422915,0.414912
0.434583,6,0.851064,0.047526,0.281166,0.003467,0.422915,0.414912
0.889872,6,0.361702,0.540981,0.777745,0.037148,0.761264,0.35614
0.02699,7,0.276596,0.074817,0.169444,0.003467,0.422915,0.414912
0.893589,6,0.808511,0.082653,0.768521,0.005424,0.637494,0.508333
0.008672,3,0.574468,0.11823,0.528265,0.003467,0.422915,0.414912
0.885403,2,0.808511,0.036748,0.598929,0.002455,0.565251,0.482456
0.439007,2,0.021277,0.058725,0.390955,0.003467,0.422915,0.414912
0.473386,7,0.914894,0.027711,0.367599,0.001847,0.217504,0.689474
0.433565,4,0.531915,0.055482,0.517554,0.003467,0.422915,0.414912
0.452104,6,0.765957,0.035877,0.705445,0.002451,0.617297,0.24386
0.889607,7,0.234043,0.028942,0.189081,0.001855,0.269549,0.793421
0.474404,2,0.680851,0.063859,0.450461,0.004352,0.393578,0.405702
0.01323,2,0.93617,0.085535,0.515769,0.003467,0.422915,0.414912
0.455865,1,0.87234,0.044254,0.622285,0.002989,0.402382,0.725439
0.912305,5,0.702128,0.108412,0.503273,0.007524,0.690057,0.176754
0.889739,3,0.553191,0.03972,0.586879,0.002821,0.684878,0.205263
0.425247,6,0.638298,0.074727,0.299018,0.003467,0.422915,0.414912
0.911243,2,0.446809,0.043803,0.513984,0.002865,0.408856,0.591667
0.465201,3,0.06383,0.063678,0.362987,0.004398,0.41274,0.183772
0.027255,6,0.93617,0.083463,0.326688,0.003467,0.422915,0.414912
0.894562,7,0.319149,0.061727,0.445552,0.003224,0.394614,0.814035
0.004823,7,0.255319,0.062598,0.152633,0.003467,0.422915,0.414912
0.455953,3,0.148936,0.031974,0.257661,0.00216,0.313568,0.706579
0.424627,6,0.468085,0.080611,0.328771,0.003467,0.422915,0.414912
0.005133,7,0.702128,0.079651,0.443618,0.003467,0.422915,0.414912
0.429583,7,0.702128,0.076198,0.343648,0.003467,0.422915,0.414912
0.027034,1,0.787234,0.119161,0.436031,0.003467,0.422915,0.414912
0.429229,6,0.510638,0.077369,0.46147,0.003467,0.422915,0.414912
0.447591,2,0.829787,0.07851,0.743826,0.005451,0.559037,0.407456
0.438742,3,0.319149,0.05305,0.440196,0.003467,0.422915,0.414912
0.893766,3,0.808511,0.081722,0.756323,0.005501,0.632574,0.438158
0.017433,7,0.276596,0.06623,0.167212,0.003467,0.422915,0.414912
0.031547,5,0.06383,0.055242,0.202172,0.003467,0.422915,0.414912
0.474227,5,0.148936,0.020716,0.031389,0.001381,0.054376,0.8
0.911243,2,0.212766,0.048097,0.310324,0.003135,0.284568,0.715789
0.906951,2,0.148936,0.022727,0.068878,0.001525,0.143967,0.581579
0.455467,6,0.425532,0.073466,0.688634,0.004996,0.622216,0.371491
0.911907,3,0.042553,0.048277,0.294704,0.003209,0.422061,0.528947
0.885315,7,0.574468,0.06623,0.400922,0.004265,0.359658,0.777632
0.013053,5,0.212766,0.059625,0.234603,0.003467,0.422915,0.414912
0.008938,2,0.914894,0.074967,0.577358,0.003467,0.422915,0.414912
0.438874,6,0.021277,0.048337,0.296638,0.003467,0.422915,0.414912
0.889961,1,0.787234,0.035337,0.621095,0.002329,0.526152,0.513596
0.871997,1,0.361702,0.027861,0.390211,0.001695,0.226825,0.911404
0.460334,5,0.234043,0.031014,0.280125,0.002113,0.27913,0.510965
0.885271,6,0.446809,0.034616,0.557423,0.002408,0.556965,0.294298
0.907526,1,0.085106,0.040471,0.160964,0.002717,0.283532,0.507456
0.438255,6,0.489362,0.060166,0.401071,0.003467,0.422915,0.414912
0.880271,5,0.638298,0.03894,0.533918,0.002767,0.482651,0.207018
0.894208,6,0.382979,0.100306,0.803927,0.006807,0.799845,0.414474
0.473917,5,0.106383,0.024889,0.169592,0.001643,0.250388,0.804386
0.885536,5,0.276596,0.06635,0.466825,0.004456,0.475919,0.45
0.005,4,0.595745,0.042572,0.481256,0.003467,0.422915,0.414912
0.867351,7,0.446809,0.034826,0.400625,0.002304,0.35681,0.808772
0.030795,2,0.0,0.074817,0.35659,0.003467,0.422915,0.414912
0.460643,5,0.893617,0.034856,0.490033,0.002341,0.443553,0.54693
0.89819,6,0.617021,0.127147,0.731181,0.008024,0.622734,0.701316
0.018406,1,0.148936,0.043263,0.140137,0.003467,0.422915,0.414912
0.875935,4,0.638298,0.040261,0.746653,0.002603,0.600984,0.525877
0.87589,3,0.510638,0.034856,0.676138,0.002285,0.718022,0.415789
0.469448,2,0.148936,0.024979,0.117971,0.001674,0.180994,0.484649
0.027255,6,0.617021,0.074817,0.296935,0.003467,0.422915,0.414912
0.89027,1,0.319149,0.029212,0.356144,0.001843,0.225272,0.82807
0.438166,4,0.0,0.067942,0.417435,0.003467,0.422915,0.414912
0.880669,7,0.170213,0.027201,0.079441,0.001695,0.164423,0.875439
0.031282,6,0.87234,0.054642,0.264951,0.003467,0.422915,0.414912
0.893854,5,0.638298,0.078119,0.589557,0.005249,0.780943,0.425439
0.429229,6,0.340426,0.077369,0.423237,0.003467,0.422915,0.414912
0.86797,7,0.446809,0.048967,0.463106,0.003182,0.334024,0.822368
0.45144,5,0.340426,0.04011,0.687593,0.002634,0.668824,0.498684
0.911199,1,0.851064,0.058364,0.407766,0.003781,0.354221,0.695175
0.894075,3,0.446809,0.086165,0.703213,0.005974,0.737701,0.344298
0.469139,2,0.553191,0.089228,0.544332,0.005856,0.547126,0.483333
0.425025,1,0.361702,0.083343,0.472925,0.003467,0.422915,0.414912
0.455953,3,0.553191,0.043563,0.536299,0.002991,0.608752,0.304386
0.87151,4,0.425532,0.027831,0.691758,0.001735,0.589073,0.8
0.027344,1,0.702128,0.095322,0.488991,0.003467,0.422915,0.414912
0.433919,5,0.382979,0.060856,0.553109,0.003467,0.422915,0.414912
0.005,4,0.148936,0.042272,0.228503,0.003467,0.422915,0.414912
0.464537,2,1.0,0.069083,0.349747,0.004624,0.428793,0.517105
0.894075,3,0.148936,0.048037,0.299018,0.003037,0.41999,0.692982
0.017831,2,0.723404,0.075688,0.480512,0.003467,0.422915,0.414912
0.889651,1,0.276596,0.018014,0.18194,0.001159,0.191093,0.779386
0.898544,7,0.978723,0.094332,0.491818,0.006032,0.451579,0.557895
0.437901,5,0.765957,0.089678,0.48795,0.003467,0.422915,0.414912
0.46113,2,0.0,0.035367,0.3133,0.002387,0.334542,0.319298
0.004557,1,0.914894,0.043833,0.43975,0.003467,0.422915,0.414912
0.87213,4,0.680851,0.027981,0.536894,0.00178,0.622216,0.689035
0.001062,5,0.12766,0.077999,0.240553,0.003467,0.422915,0.414912
0.009778,7,0.06383,0.041642,0.276852,0.003467,0.422915,0.414912
0.439007,2,0.957447,0.051759,0.430229,0.003467,0.422915,0.414912
0.430025,3,0.106383,0.041431,0.167956,0.003467,0.422915,0.414912
0.013539,2,0.319149,0.106341,0.605772,0.003467,0.422915,0.414912
0.911951,4,0.638298,0.046956,0.499405,0.003193,0.546349,0.316667
0.439007,2,0.978723,0.053291,0.43737,0.003467,0.422915,0.414912
0.023141,3,0.255319,0.119491,0.355698,0.003467,0.422915,0.414912
0.023141,3,0.361702,0.10502,0.519191,0.003467,0.422915,0.414912
0.013583,3,0.297872,0.057764,0.524695,0.003467,0.422915,0.414912
0.018274,5,0.234043,0.062027,0.206486,0.003467,0.422915,0.414912
0.885536,5,0.170213,0.030143,0.200238,0.001919,0.333765,0.801316
0.013495,1,0.808511,0.041431,0.636566,0.003467,0.422915,0.414912
0.443033,3,0.659574,0.051789,0.506843,0.003525,0.475919,0.433772
0.907393,5,0.319149,0.072505,0.459685,0.004992,0.550751,0.289035
0.442281,6,0.595745,0.064429,0.343201,0.003467,0.422915,0.414912
0.000885,1,0.617021,0.21073,0.474264,0.003467,0.422915,0.414912
0.906863,7,0.319149,0.040711,0.287266,0.00269,0.192905,0.675
0.000841,7,0.659574,0.087426,0.245611,0.003467,0.422915,0.414912
0.45113,5,0.957447,0.042272,0.643261,0.002775,0.439669,0.591228
0.000265,1,0.787234,0.179596,0.597292,0.003467,0.422915,0.414912
0.031901,6,0.531915,0.058394,0.278191,0.003467,0.422915,0.414912
0.000531,7,0.319149,0.080731,0.207825,0.003467,0.422915,0.414912
0.429494,5,0.212766,0.077459,0.30958,0.003467,0.422915,0.414912
0.027521,5,0.255319,0.060976,0.364326,0.003467,0.422915,0.414912
0.434273,6,0.276596,0.073136,0.280422,0.003467,0.422915,0.414912
0.468785,1,0.808511,0.03933,0.372954,0.002611,0.246504,0.484211
0.468873,3,0.021277,0.02642,0.318358,0.001778,0.24029,0.513596
0.468785,1,0.829787,0.040831,0.367748,0.002711,0.260487,0.474561
0.470023,1,0.489362,0.029182,0.341416,0.001982,0.204298,0.56886
0.456263,3,0.042553,0.038549,0.508331,0.002555,0.511393,0.602632
0.903234,2,0.914894,0.03939,0.403154,0.002682,0.412222,0.410965
0.880713,1,0.212766,0.027321,0.065308,0.001599,0.119627,0.864474
0.030795,2,0.148936,0.074517,0.142071,0.003467,0.422915,0.414912
0.477988,2,0.787234,0.043113,0.53734,0.002995,0.438374,0.270614
0.89881,6,0.531915,0.055752,0.50119,0.003635,0.581823,0.492982
0.424937,6,0.87234,0.066801,0.258256,0.003467,0.422915,0.414912
0.013362,5,0.723404,0.104179,0.626004,0.003467,0.422915,0.414912
0.912393,7,0.659574,0.044164,0.321035,0.002925,0.317193,0.602193
0.026592,5,0.744681,0.051459,0.381583,0.003467,0.422915,0.414912
0.968895,1,0.404255,0.038369,0.452841,0.002293,0.295443,0.729386
0.876023,6,0.914894,0.025459,0.379798,0.000893,0.255826,0.791228
0.027388,2,0.829787,0.062898,0.4277,0.003467,0.422915,0.414912
0.434317,7,0.93617,0.046625,0.310176,0.003467,0.422915,0.414912
0.031901,6,0.170213,0.055242,0.037191,0.003467,0.422915,0.414912
0.881023,1,0.319149,0.028942,0.1928,0.0,0.120663,0.706579
0.009911,3,0.93617,0.043203,0.545671,0.003467,0.422915,0.414912
0.000354,3,0.042553,0.085415,0.431419,0.003467,0.422915,0.414912
0.434494,4,0.893617,0.044224,0.381434,0.003467,0.422915,0.414912
0.018627,6,0.404255,0.106851,0.463255,0.003467,0.422915,0.414912
0.424937,6,0.574468,0.074517,0.286224,0.003467,0.422915,0.414912
0.495686,6,0.765957,0.049538,0.455073,0.003477,0.466598,0.200877
0.469006,6,0.148936,0.028191,0.146236,0.001867,0.187468,0.578509
0.44352,7,0.510638,0.046535,0.470396,0.003139,0.36406,0.575
0.013406,6,0.765957,0.134682,0.658881,0.003467,0.422915,0.414912
0.876908,5,0.574468,0.028822,0.52767,0.001946,0.543501,0.466667
0.45998,4,0.361702,0.046265,0.527224,0.003168,0.532626,0.250439
0.898589,1,0.978723,0.099045,0.475156,0.006369,0.426463,0.44386
0.451838,7,0.404255,0.041732,0.682237,0.002773,0.433713,0.533333
0.877085,2,0.851064,0.034136,0.481256,0.002385,0.432677,0.254386
0.876731,1,0.702128,0.042242,0.507438,0.002736,0.542724,0.554386
0.464493,1,0.404255,0.027651,0.347367,0.001784,0.197048,0.649561
0.424893,5,1.0,0.080611,0.343796,0.003467,0.422915,0.414912
0.456396,6,0.404255,0.040561,0.650104,0.002721,0.606422,0.514035
0.455776,6,0.446809,0.040381,0.606367,0.002748,0.683843,0.429825
0.906907,1,0.595745,0.027981,0.262273,0.001861,0.177369,0.617544
0.009292,3,0.808511,0.106611,0.845433,0.003467,0.422915,0.414912
0.898987,3,0.574468,0.090008,0.527224,0.005964,0.665717,0.465351
0.890093,4,0.021277,0.063138,0.585838,0.00414,0.481616,0.632895
0.894429,4,0.765957,0.088087,0.832639,0.006009,0.784309,0.383772
0.876598,5,0.893617,0.024439,0.406575,0.001579,0.365355,0.804825
0.45144,5,0.12766,0.038309,0.318655,0.002077,0.40057,0.706579
0.884828,3,0.0,0.029002,0.465338,0.001867,0.389694,0.663596
0.902748,5,0.468085,0.087336,0.515323,0.005752,0.608752,0.512719
0.903057,5,0.574468,0.055212,0.462362,0.003745,0.557483,0.402632
0.469846,4,0.680851,0.939204,0.747397,0.063487,0.874676,0.182018
0.433875,4,0.170213,0.043473,0.171229,0.003467,0.422915,0.414912
0.459891,2,0.404255,0.07959,0.603838,0.005341,0.55826,0.546491
0.461086,1,0.829787,0.043773,0.449717,0.003039,0.361212,0.280702
0.000752,5,0.659574,0.044224,0.445403,0.003467,0.422915,0.414912
0.881244,6,0.829787,0.027261,0.449122,0.001845,0.485241,0.55614
0.8985,6,0.446809,0.088507,0.575573,0.00587,0.610564,0.345175
0.429008,1,0.574468,0.090068,0.52053,0.003467,0.422915,0.414912
0.906863,7,0.170213,0.025609,0.101904,0.00167,0.096323,0.744737
0.022919,5,0.191489,0.046085,0.135079,0.003467,0.422915,0.414912
0.000221,7,0.893617,0.047106,0.280571,0.003467,0.422915,0.414912
0.911818,1,0.276596,0.040471,0.195031,0.002603,0.182289,0.795175
0.438122,3,0.744681,0.083403,0.497025,0.003467,0.422915,0.414912
0.022698,7,0.829787,0.089108,0.411485,0.003467,0.422915,0.414912
0.009115,6,0.914894,0.067611,0.503422,0.003467,0.422915,0.414912
0.447901,2,0.404255,0.043803,0.70366,0.003002,0.605645,0.400439
0.438166,4,0.361702,0.081962,0.469503,0.003467,0.422915,0.414912
0.47374,1,0.361702,0.027591,0.380839,0.001793,0.229415,0.896491
0.026592,5,0.829787,0.083614,0.383517,0.003467,0.422915,0.414912
0.008938,2,0.148936,0.074817,0.256174,0.003467,0.422915,0.414912
0.026901,5,0.914894,0.09247,0.416096,0.003467,0.422915,0.414912
0.022388,7,0.638298,0.069143,0.220173,0.003467,0.422915,0.414912
0.425202,5,0.021277,0.062748,0.273877,0.003467,0.422915,0.414912
0.871466,3,0.12766,0.021226,0.195329,0.000841,0.235629,0.842544
0.460776,1,0.787234,0.044644,0.541506,0.003078,0.346194,0.263158
0.026547,4,0.787234,0.112195,0.482446,0.003467,0.422915,0.414912
0.434406,2,0.765957,0.059805,0.468164,0.003467,0.422915,0.414912
0.452325,4,0.659574,0.033025,0.518298,0.00221,0.615225,0.519298
0.022388,7,0.87234,0.069143,0.32654,0.003467,0.422915,0.414912
0.03137,1,0.319149,0.062838,0.467272,0.003467,0.422915,0.414912
0.451617,2,0.468085,0.042813,0.673609,0.002892,0.642672,0.489912
0.46113,2,0.404255,0.043413,0.543291,0.002983,0.508545,0.337281
0.452369,5,0.851064,0.072625,0.748735,0.00505,0.583894,0.400439
0.023141,3,0.276596,0.107752,0.413716,0.003467,0.422915,0.414912
0.447812,7,0.319149,0.041822,0.455222,0.002692,0.287675,0.754825
0.898412,4,0.553191,0.087216,0.523059,0.005758,0.700414,0.446053
0.91173,6,0.489362,0.064639,0.554746,0.004306,0.618332,0.431579
0.890049,3,0.851064,0.086976,0.836061,0.005951,0.651217,0.459649
0.018274,5,0.93617,0.049508,0.425469,0.003467,0.422915,0.414912
0.8935,4,0.553191,0.097664,0.680155,0.006481,0.707147,0.493421
0.464404,6,0.404255,0.147022,0.533323,0.00994,0.504143,0.452632
0.005309,4,0.851064,0.089798,0.68075,0.003467,0.422915,0.414912
0.876775,2,1.0,0.028822,0.417138,0.001843,0.348265,0.639912
0.451661,3,0.170213,0.030623,0.271645,0.001843,0.302693,0.838158
0.469183,3,0.723404,0.056053,0.554597,0.003648,0.476437,0.587719
0.898013,2,0.340426,0.077549,0.729991,0.005245,0.674521,0.442544
0.442281,6,0.829787,0.053951,0.382773,0.003467,0.422915,0.414912
0.005221,2,0.170213,0.075958,0.192353,0.003467,0.422915,0.414912
0.031459,3,0.914894,0.06611,0.409104,0.003467,0.422915,0.414912
