ID,Age,Experience,Income,ZIP Code,Family,CCAvg,Education,Mortgage,Personal Loan,Securities Account,CD Account,Online,CreditCard
98,54,28,161,92121,1,2.9,1,0,0,0,0,1,0
2181,58,33,42,91380,2,1.6,3,0,0,0,0,1,0
4737,51,25,65,94143,3,0.7,2,0,0,0,0,0,0
1216,45,20,38,94550,4,1.9,3,144,0,0,0,1,1
27,40,16,83,95064,4,0.2,3,0,0,0,0,0,0
1799,44,20,185,94086,3,2.7,1,0,1,0,0,1,0
984,46,22,142,92220,2,3.3,1,0,0,0,0,0,0
240,28,3,52,94112,4,1.7,2,0,0,0,0,0,0
2226,54,24,25,90505,4,0.4,3,115,0,0,0,0,0
2526,32,8,60,95816,1,1.2,1,0,0,0,0,1,1
4788,48,22,42,95054,3,0.6,2,121,0,0,0,1,0
198,55,31,9,91345,4,0.7,1,89,0,0,0,1,0
1260,52,27,35,95616,4,0.2,2,0,0,0,0,1,0
1492,38,12,38,94553,2,0.3,1,0,0,0,0,1,1
2849,24,-1,78,94720,2,1.8,2,0,0,0,0,0,0
3663,35,9,164,94305,2,0.0,1,500,0,0,0,0,0
4106,39,15,139,91801,1,3.4,1,353,0,0,0,1,0
4356,40,10,29,94720,1,0.75,3,0,0,0,0,1,0
3187,41,16,98,95192,3,1.0,1,296,0,0,0,0,0
96,38,12,48,95617,4,0.2,3,0,0,0,0,1,0
370,31,6,58,95051,2,2.5,1,0,0,0,0,0,1
1622,31,6,53,92093,4,2.2,1,114,0,0,0,1,0
2350,59,35,94,94610,1,4.3,1,76,0,1,1,1,0
3246,47,22,81,90009,4,3.6,3,0,0,0,0,1,1
1460,47,20,38,92115,3,2.5,2,0,0,0,0,0,0
2383,46,20,185,94131,4,7.5,2,428,1,0,0,0,1
490,53,28,43,91380,2,2.1,3,0,0,0,1,1,1
4621,52,26,84,94132,1,2.4,1,0,0,0,0,1,0
3533,38,12,141,94022,2,0.0,1,0,0,0,0,1,1
4209,56,32,58,95064,1,1.8,3,241,0,0,0,1,0
3940,47,23,12,92110,4,0.2,1,102,0,0,0,0,1
3977,60,33,42,90277,4,2.5,2,194,0,0,0,1,0
4580,58,32,41,94305,1,0.2,1,81,0,0,0,1,0
3372,44,18,33,95351,3,0.5,2,0,0,0,0,0,0
1722,54,29,59,92867,2,2.3,3,152,0,0,0,1,0
1348,60,34,85,91367,2,2.0,1,0,0,0,0,1,0
4864,61,35,25,91768,1,0.8,2,142,0,0,0,1,0
2954,61,36,78,91330,3,0.5,1,0,0,0,0,1,1
998,46,20,69,92780,3,2.1,1,0,0,0,0,0,0
3666,43,19,70,91711,3,2.33,1,0,0,1,0,0,0
4829,52,28,62,90089,1,1.8,3,0,0,0,0,1,0
2637,38,13,179,93943,1,4.1,1,0,0,0,0,1,0
1477,61,37,64,92028,1,0.0,2,0,0,0,0,0,1
3594,60,34,44,90018,2,0.3,1,192,0,0,0,1,0
988,62,36,84,94609,2,2.8,1,0,0,0,0,1,0
4178,47,23,75,93106,1,2.6,2,0,0,0,0,0,1
387,30,5,41,95051,4,1.7,2,0,0,0,0,1,0
4328,30,4,102,91775,4,2.1,3,139,0,0,0,0,1
4189,30,4,45,90041,4,1.3,3,0,0,0,0,0,0
539,31,5,11,94534,1,0.4,2,76,0,0,0,0,1
3325,57,31,41,91401,1,1.4,1,0,0,1,0,1,0
1991,32,8,29,92807,1,0.2,3,76,0,0,0,1,1
808,52,27,162,92096,1,8.1,1,0,0,0,0,1,0
1724,39,15,55,95821,1,1.5,3,0,0,0,0,1,0
1694,57,31,43,95616,1,0.2,1,0,0,0,0,0,0
4352,30,3,32,94132,1,2.0,2,0,0,0,0,1,1
3309,48,23,108,92120,2,3.8,3,0,0,0,0,0,1
2150,48,22,150,95039,1,7.3,1,193,0,0,0,0,0
4332,61,37,158,94720,2,6.0,1,306,0,1,1,1,1
365,54,24,29,92028,3,1.0,3,148,0,0,0,0,1
2133,59,35,11,94949,2,1.0,1,0,0,0,0,0,1
1167,30,5,112,91711,4,5.0,2,0,1,0,0,0,1
4114,28,2,41,93118,3,1.1,2,161,0,0,0,1,0
3209,53,29,61,95032,4,1.6,2,0,0,0,0,1,0
3573,30,6,30,90245,1,0.4,3,0,0,0,0,1,1
2368,26,1,80,95616,4,0.2,1,0,0,0,0,1,1
2923,52,26,49,90011,1,1.4,3,0,0,0,0,1,0
3774,62,36,83,93940,4,2.4,3,0,0,1,0,0,0
675,49,23,59,95827,3,2.1,1,0,0,0,0,0,0
3566,40,15,43,92120,2,1.1,2,0,0,0,0,0,1
967,57,32,44,91605,2,1.6,3,0,0,0,0,0,0
945,41,15,22,90503,4,1.5,3,0,0,0,0,0,1
3113,56,32,65,92677,2,3.2,3,0,0,0,0,1,0
1413,59,33,100,95064,2,2.0,1,127,0,0,0,0,0
1267,64,39,113,92121,1,0.8,3,0,0,0,0,0,1
4844,61,34,41,94123,4,2.5,2,0,0,0,0,1,0
1162,36,11,181,94309,3,1.4,1,0,1,0,0,0,0
78,46,20,29,92220,3,0.5,2,0,0,0,0,0,0
2484,44,18,68,93943,4,2.9,1,0,0,1,0,0,0
600,28,4,103,94720,2,2.5,1,0,0,0,0,1,1
1323,32,5,48,94022,2,1.67,2,0,0,1,1,1,1
2651,64,40,52,95060,2,1.1,1,226,0,0,0,0,0
4479,33,9,53,91380,1,2.1,3,0,0,0,0,0,0
1709,46,20,12,90250,4,0.6,3,0,0,0,0,0,1
2412,47,22,65,91330,3,2.7,2,0,0,0,0,1,0
535,53,28,41,93117,2,0.6,3,0,0,1,0,0,0
3144,50,24,38,91105,4,0.1,1,0,0,0,0,1,0
2353,46,19,59,93555,3,2.67,2,0,0,0,0,0,0
4006,56,32,32,95827,2,0.8,1,79,0,1,0,1,0
4870,63,39,33,92121,3,0.1,3,0,0,0,0,0,1
2011,61,36,41,96001,2,1.5,1,0,0,0,0,0,0
784,44,20,160,94606,2,7.6,1,0,0,1,0,0,0
333,59,33,42,95630,1,0.8,2,0,0,0,0,1,0
1006,38,12,138,95112,2,0.0,1,0,0,1,0,1,0
2541,49,23,41,95521,4,0.1,1,153,0,0,0,1,0
4749,43,18,38,94309,1,0.5,3,144,0,0,0,1,0
3591,32,7,64,92630,2,0.1,1,0,0,0,0,1,1
3366,38,8,21,95060,1,0.67,3,0,0,0,0,1,0
2183,40,14,22,94566,2,1.4,3,0,0,0,0,0,0
2763,56,31,65,93403,2,3.7,1,0,0,0,0,1,0
2989,46,21,205,95762,2,8.8,1,181,0,1,0,1,0
519,28,4,34,92677,1,1.8,2,0,0,0,0,1,0
2504,38,14,20,94024,4,0.4,2,79,0,0,0,1,1
3882,46,20,55,91016,1,1.5,2,0,0,1,0,0,0
3903,45,21,39,93305,2,2.1,3,0,0,0,0,0,1
2844,27,3,20,95616,4,1.0,1,134,0,0,0,1,1
4055,59,34,64,94116,4,1.7,1,0,0,0,0,0,0
809,64,39,64,92068,3,2.2,1,0,0,0,0,1,0
1662,38,14,64,92093,1,1.5,3,0,0,0,0,0,1
4424,61,36,40,95816,3,0.5,2,100,0,1,0,0,0
3589,62,38,65,91768,1,0.0,2,0,0,0,0,1,0
3459,48,23,191,95053,2,2.8,1,231,0,0,0,0,1
3541,39,15,30,94305,4,0.3,1,0,0,1,0,0,1
1049,62,37,90,95747,3,0.5,1,0,0,0,0,1,0
1581,39,14,12,92093,2,0.0,3,0,0,0,0,0,0
2201,50,25,29,90095,2,1.3,1,0,0,0,0,0,0
1816,65,39,18,94923,2,0.4,1,0,0,1,1,1,1
4254,54,28,61,90601,3,3.0,2,0,0,0,0,1,1
2207,33,7,48,92831,4,2.2,2,207,0,0,0,0,0
4270,47,23,12,92518,4,0.5,2,0,0,0,0,0,0
3493,35,9,28,94546,1,0.6,3,0,0,0,0,0,1
2734,55,29,72,93107,3,0.3,2,147,0,0,0,0,0
534,27,2,101,92807,1,1.9,1,0,0,0,0,0,0
936,46,20,131,95929,1,5.7,1,256,0,0,0,0,1
2788,60,34,152,92807,2,6.9,1,0,0,0,0,0,0
3525,58,33,15,94583,4,0.9,2,0,0,0,0,0,0
912,47,21,68,94538,4,2.6,3,0,0,0,0,0,0
823,61,35,60,96091,3,1.4,3,0,0,0,0,0,0
4673,52,26,180,95831,1,1.7,1,550,0,0,0,1,0
492,42,18,34,92115,4,0.3,1,104,0,1,0,1,0
2253,58,32,41,95819,3,1.4,1,0,0,0,0,1,0
705,56,32,129,94065,1,7.4,1,0,0,0,0,0,0
2431,23,-1,73,92120,4,2.6,1,0,0,0,0,1,0
2556,58,32,110,94143,3,1.7,2,0,0,0,0,0,0
4064,47,21,24,94108,2,0.1,3,0,0,0,0,0,1
4222,48,22,83,90028,2,0.4,3,248,0,0,0,1,0
2116,57,31,30,95070,3,1.4,1,0,0,0,0,0,0
2634,49,25,13,95054,3,0.4,1,106,0,0,0,1,0
10,34,9,180,93023,1,8.9,3,0,1,0,0,0,0
2247,35,11,190,92093,3,3.1,2,266,1,0,0,0,0
3477,65,39,141,90280,2,6.9,1,0,0,1,0,1,0
4869,51,27,62,94063,2,3.2,3,118,0,0,0,0,1
4847,35,10,135,94596,3,4.8,2,0,1,0,0,1,0
1653,48,18,182,92626,4,6.0,3,0,1,0,0,1,0
3491,33,9,38,95814,1,1.33,1,115,0,0,0,0,0
1256,27,1,80,95354,2,1.6,3,185,0,0,0,1,1
2308,56,31,60,92009,3,1.7,1,0,0,0,0,1,0
3484,60,36,195,90066,1,4.7,1,0,0,0,0,1,0
4045,36,11,9,90266,2,0.3,2,99,0,1,0,0,0
1077,40,13,24,94608,3,1.0,2,0,0,0,0,1,0
3166,63,37,140,91711,2,6.9,1,97,0,0,0,0,1
3772,31,7,109,91711,2,2.0,2,341,0,0,0,0,1
2198,60,35,34,94102,1,0.3,3,0,0,0,0,1,0
3536,52,27,65,92104,1,1.2,1,0,0,0,0,1,1
481,54,29,68,94998,3,1.6,3,0,0,0,0,1,1
650,25,-1,82,92677,4,2.1,3,0,0,0,0,1,0
4087,50,26,11,93106,4,0.2,1,0,0,1,0,0,0
148,50,25,83,94542,4,3.6,3,188,0,0,0,1,0
613,65,40,129,90095,1,1.3,1,0,0,0,0,1,1
2685,30,5,98,92028,4,1.8,3,129,0,1,1,1,1
639,42,16,35,92054,3,1.5,1,0,0,0,0,0,0
2072,52,28,83,94705,1,0.0,1,0,0,0,0,1,0
2096,47,21,174,94025,4,3.2,3,0,1,0,0,0,0
3344,62,37,125,94801,1,1.0,3,0,1,0,0,1,0
948,55,29,60,94305,3,2.2,3,84,0,0,0,1,0
3100,65,40,115,92647,1,2.5,1,174,0,0,0,0,1
1082,53,28,20,94080,3,0.1,2,0,0,0,0,0,0
2381,40,16,50,92606,2,0.6,3,0,0,0,0,0,0
2571,30,4,154,95621,2,4.5,1,207,0,0,0,1,0
3086,55,29,71,91311,3,0.3,2,0,0,0,0,0,1
3431,64,38,32,90291,2,0.3,1,0,0,0,0,1,1
1515,44,20,175,96150,2,1.4,1,0,0,0,0,1,1
2755,26,1,61,93943,4,2.2,1,119,0,0,0,0,0
4556,43,19,71,95054,3,0.3,3,179,0,0,0,0,0
4707,60,36,8,92626,2,1.0,1,0,0,0,0,0,0
2896,60,36,39,94501,4,1.3,2,140,0,0,0,1,0
3819,26,0,102,94305,4,2.3,3,0,0,0,0,0,0
982,36,12,142,90064,3,2.3,2,0,1,0,1,1,1
1864,48,22,43,94588,1,1.2,2,112,0,0,0,1,0
287,51,25,45,94806,3,0.6,2,131,0,0,0,1,0
1665,61,35,63,91605,1,1.6,1,0,0,0,0,1,0
1397,42,18,43,91107,1,0.3,3,158,0,0,0,0,0
4732,37,11,29,91711,2,1.4,3,0,0,0,0,1,1
4320,63,38,85,91320,4,0.1,2,0,0,0,0,0,1
3749,33,7,100,94025,1,2.7,2,126,0,0,0,1,0
978,54,30,45,95134,4,1.1,2,205,0,0,0,1,0
645,52,27,33,92121,2,2.0,2,0,0,0,0,1,0
4176,42,17,154,93955,3,4.9,1,0,1,0,1,1,1
1689,60,34,108,92152,2,2.0,1,359,0,0,0,1,0
4649,37,11,75,94704,3,0.9,2,0,0,0,0,1,0
3435,56,31,53,95521,2,1.6,3,78,0,0,0,0,0
930,55,30,22,92121,1,1.5,2,91,0,0,0,0,1
3453,61,37,23,94720,3,0.4,2,0,0,0,0,0,0
1308,26,2,195,94546,1,6.33,1,0,0,0,0,1,1
1446,47,21,141,90095,1,2.4,1,0,0,0,0,0,0
33,53,28,41,94801,2,0.6,3,193,0,0,0,0,0
2426,54,30,78,92507,4,1.6,2,0,0,0,0,1,1
3255,61,37,9,93907,2,0.3,3,0,0,0,0,1,0
3958,40,15,75,95449,4,1.1,2,0,0,0,0,1,0
4034,54,24,69,93117,3,1.4,3,132,0,0,0,1,0
4856,58,32,130,94720,2,2.7,1,0,0,0,0,1,0
4098,60,34,92,95670,2,2.0,1,0,0,0,0,0,0
3178,30,4,83,91007,2,1.5,3,199,0,0,0,0,1
2748,38,12,30,91765,2,1.4,3,0,0,0,0,0,1
2218,48,24,162,91355,4,3.3,2,446,1,0,1,1,0
2187,26,2,92,96001,2,0.2,1,0,0,0,0,1,0
3928,59,34,38,90291,4,1.7,1,0,0,0,0,0,1
228,47,23,148,94551,2,7.5,1,0,0,0,1,1,1
4753,39,14,178,92123,1,4.1,1,207,0,0,0,1,0
1494,58,34,84,91380,2,2.8,1,0,0,0,0,1,1
3683,43,17,45,95051,2,0.7,1,0,0,0,0,0,0
466,66,42,35,94305,1,1.9,2,172,0,0,0,1,0
1459,51,25,33,93033,1,1.4,3,0,0,0,0,1,1
2925,51,26,98,90024,1,1.3,3,0,0,0,0,1,1
4653,38,12,184,91311,3,8.0,1,0,1,0,0,1,0
1573,64,40,63,91711,4,1.2,2,0,0,1,0,0,1
24,44,18,43,91320,2,0.7,1,163,0,1,0,0,0
43,32,7,132,90019,4,1.1,2,412,1,0,0,1,0
3160,57,33,62,92831,3,2.67,1,240,0,0,0,0,0
2138,65,40,83,92354,4,0.1,2,247,0,0,0,1,0
1975,39,13,63,90095,4,0.2,3,242,0,0,0,0,0
817,49,23,65,94035,3,0.7,2,263,0,0,0,1,1
2344,58,34,55,90032,1,0.8,1,168,0,0,0,1,1
1094,27,3,40,94550,3,0.1,2,111,0,0,0,1,0
1917,57,32,64,95138,3,1.6,3,0,0,0,0,1,0
1736,60,36,31,95051,3,0.4,2,0,0,0,0,1,1
1001,59,35,8,92691,4,0.7,1,91,0,1,0,0,0
3017,48,23,78,91423,4,3.6,3,0,0,0,0,1,0
1044,51,27,21,95630,3,0.4,1,0,0,0,0,1,0
1579,38,13,12,94143,2,0.3,2,104,0,1,0,1,0
806,55,29,132,95758,3,5.9,2,307,1,0,0,0,0
4267,42,16,11,94015,1,0.2,1,87,0,0,0,0,1
3265,67,41,114,95616,4,2.4,3,0,0,0,0,1,0
3951,38,14,62,94143,1,1.5,3,255,0,0,0,1,0
1386,57,31,82,95032,2,2.0,1,83,0,0,0,0,1
2521,56,29,45,90095,4,2.5,2,113,0,0,0,1,0
2869,52,26,31,94923,4,1.8,1,0,0,0,0,1,1
1584,61,36,184,92028,4,2.3,2,342,1,0,1,1,1
4499,51,26,133,90291,1,0.6,1,328,0,0,0,0,0
3432,64,38,63,94305,2,1.7,3,184,0,1,0,1,0
3398,31,6,170,94010,2,6.7,1,137,0,0,0,1,0
3997,50,24,11,94501,4,0.6,3,0,0,0,0,0,1
469,34,10,21,92634,1,0.5,3,0,0,0,0,1,0
1110,65,41,121,92126,2,2.1,1,0,0,0,0,1,0
3121,35,11,75,94542,2,1.7,2,0,0,0,0,1,0
4456,56,31,28,94040,1,1.5,2,0,0,1,1,1,1
2971,54,30,121,95039,2,1.1,3,0,1,1,0,0,0
3892,65,40,63,94701,3,0.5,2,0,0,0,0,1,0
790,29,3,31,92126,4,0.3,2,0,0,0,0,1,0
4566,33,8,120,92614,2,4.2,3,76,1,0,0,0,1
4097,38,14,49,90740,3,2.8,1,0,0,0,0,0,0
4741,56,30,178,93940,1,2.9,1,0,0,0,0,1,0
676,29,2,33,91711,1,2.0,2,160,0,0,0,0,0
4785,52,28,9,90405,2,0.2,1,0,0,0,0,0,0
2613,50,26,40,95138,4,1.1,2,131,0,0,0,0,0
1739,61,36,38,91129,3,0.9,3,82,0,0,0,1,1
2414,60,34,31,91007,2,1.0,3,0,0,0,0,0,0
3564,53,27,139,94998,1,0.9,3,0,1,0,0,0,0
64,42,17,32,94523,4,0.0,2,0,0,0,0,1,0
3505,46,20,15,95370,4,0.6,3,0,0,1,0,1,0
4287,53,29,20,93955,1,0.2,1,131,0,0,0,1,1
1592,39,13,72,95817,2,2.8,1,0,0,0,0,1,0
3048,57,33,149,95060,1,4.7,1,0,0,1,0,0,0
4895,48,22,74,93950,1,1.4,3,0,0,1,0,0,0
2657,40,15,144,91040,1,4.1,1,0,0,0,0,0,0
3931,53,27,145,95605,1,2.9,1,345,0,0,0,0,0
2506,33,7,43,96064,4,0.8,1,0,0,0,0,0,0
2674,54,30,88,92647,4,1.0,2,122,0,0,0,1,0
246,35,11,25,92614,2,1.0,2,0,0,0,0,0,0
1158,48,23,132,94998,1,0.6,1,157,0,0,0,0,0
777,50,26,135,92121,2,4.6,3,91,1,0,0,1,0
4718,29,5,121,95449,1,1.5,1,0,0,0,0,1,0
4142,43,19,63,94118,3,2.1,3,0,0,0,0,0,0
3290,50,25,44,94303,1,0.3,1,187,0,0,0,1,1
3248,44,20,113,95032,2,3.3,1,0,0,0,0,1,1
367,50,24,35,92717,1,0.3,3,0,0,0,0,1,0
1415,59,33,68,94105,2,2.3,3,128,0,1,0,1,0
4896,45,20,201,92120,2,2.8,1,0,0,0,0,1,1
210,64,39,172,94707,4,3.1,1,282,1,0,1,1,1
1969,54,24,49,91801,1,1.4,3,0,0,0,0,1,0
2759,62,36,35,94501,2,0.7,3,0,0,1,0,0,1
1595,37,12,93,90025,1,2.8,1,0,0,1,0,1,0
2132,55,31,15,95747,1,0.2,1,0,0,0,0,0,0
335,48,23,45,95053,1,1.3,2,0,0,0,0,1,0
425,56,30,38,92029,1,0.2,1,0,0,0,0,0,0
3412,63,37,118,94010,1,2.0,1,427,0,0,0,0,0
2948,45,21,151,90024,2,3.3,1,328,0,0,0,0,0
1612,58,32,75,92096,2,2.3,3,0,0,0,0,0,0
4965,53,27,110,90245,1,4.9,1,0,0,0,0,1,0
3612,64,39,145,92705,1,0.9,1,0,0,0,0,0,0
4112,43,17,21,95351,3,1.5,1,0,0,0,0,0,0
1971,27,3,148,92780,1,1.5,1,397,0,0,0,1,1
2062,63,38,159,93950,4,4.9,2,111,1,0,0,0,0
1596,56,26,38,94305,3,1.0,3,110,0,1,0,1,0
4738,61,36,85,94998,3,1.8,2,0,0,0,0,0,0
2434,37,11,123,94720,1,2.3,2,0,1,1,1,1,0
338,57,27,68,94117,1,1.4,3,0,0,0,0,1,0
1441,42,15,41,94610,3,2.5,2,0,0,0,0,1,0
3217,34,8,14,95014,4,0.3,1,0,0,0,0,0,0
468,45,20,39,90232,1,2.4,1,0,0,0,0,0,1
4214,49,25,39,91125,3,1.9,2,0,0,0,0,0,0
2827,37,11,21,94604,3,0.2,2,0,0,0,0,1,0
2678,32,8,70,91423,3,1.5,1,0,0,0,0,1,0
1796,49,24,70,90024,1,2.9,1,0,0,0,0,0,1
737,61,35,152,91016,3,3.3,3,0,1,0,0,1,0
4984,51,26,72,95370,1,2.9,1,0,0,0,0,0,0
4744,50,26,21,94305,1,0.2,1,0,0,0,0,1,0
2593,57,32,69,94710,4,0.7,1,245,0,0,0,0,0
1432,58,34,128,90058,1,7.4,1,0,0,0,0,0,0
859,45,19,19,94720,3,0.5,2,0,0,0,0,1,0
1360,64,40,171,90034,2,2.1,1,433,0,0,0,0,0
2967,32,7,84,91320,3,0.6,2,0,0,0,0,1,1
450,61,37,60,91706,3,2.0,3,0,0,0,0,1,0
1623,39,14,24,94611,2,0.3,2,0,0,0,0,1,0
483,56,32,173,94022,1,4.6,2,88,1,0,1,1,0
137,59,32,49,95035,4,2.5,2,0,0,0,0,1,0
3343,38,13,84,91330,3,1.2,3,121,0,0,0,1,1
4240,62,36,60,92182,3,2.2,3,0,0,0,0,1,0
340,39,13,89,92110,4,1.4,2,0,0,0,0,0,0
2840,58,33,75,90034,2,0.0,3,0,0,0,0,1,0
435,30,6,45,95819,1,1.8,2,0,0,0,0,1,0
52,61,37,131,94720,1,2.9,1,0,0,0,0,1,0
4232,56,32,60,93106,1,1.8,3,227,0,0,0,1,0
3478,34,10,131,94024,2,4.33,1,156,0,0,0,1,1
2052,34,8,38,90018,4,0.2,1,0,0,0,0,0,0
62,47,21,125,93407,1,5.7,1,112,0,1,0,0,0
1163,38,14,112,94501,2,2.2,1,394,0,0,0,0,0
3341,29,3,54,94104,4,1.8,3,0,0,0,0,0,0
3499,30,6,182,93561,4,0.8,3,94,1,0,0,1,0
4205,40,16,61,91711,3,2.1,3,0,0,0,0,0,0
2513,58,32,111,90212,2,1.4,1,298,0,0,0,1,0
3353,34,4,19,92521,1,0.67,3,83,0,0,0,1,0
3893,59,33,102,91763,2,1.4,1,0,0,0,0,1,0
1907,42,17,98,92866,2,0.4,1,275,0,0,0,1,0
2261,39,14,15,93561,2,0.3,2,92,0,0,0,0,0
3519,60,36,129,95039,2,6.0,1,0,0,0,0,0,0
3040,34,9,141,95616,2,4.9,3,0,1,0,0,0,1
3601,44,20,38,90018,2,2.1,3,95,0,0,0,1,0
118,58,33,61,92833,2,2.3,3,193,0,0,0,1,0
2654,30,5,121,94555,2,3.1,1,408,0,0,0,1,0
3999,34,10,41,94102,1,1.33,1,0,0,0,0,0,1
252,54,28,170,92182,2,6.2,2,325,1,0,0,1,0
4791,35,11,101,94143,3,3.8,3,150,1,0,0,1,0
4200,43,19,81,90630,4,0.2,3,0,0,0,0,0,1
4453,59,35,53,90035,4,2.3,3,174,0,0,0,1,0
1838,43,18,103,90089,3,1.0,1,180,0,0,0,1,1
2336,37,13,59,93907,1,3.6,2,0,0,0,0,0,0
796,57,32,15,92806,2,0.2,3,0,0,0,0,0,1
3015,60,34,40,91311,1,2.5,3,166,0,0,0,1,0
1284,30,6,64,94305,4,3.4,1,117,0,0,0,0,0
2845,60,34,64,95014,3,2.2,3,0,0,0,0,0,0
3269,43,17,111,91423,4,5.4,3,0,1,0,0,1,0
2254,59,35,25,95827,2,0.3,1,75,0,0,0,1,0
3596,38,14,104,90025,2,1.8,2,79,0,0,0,0,0
3822,35,9,188,92220,2,3.7,2,259,1,0,0,1,0
1863,42,17,82,95616,1,3.7,3,0,0,0,0,1,0
818,41,15,38,90291,2,0.7,1,91,0,0,0,1,0
1326,50,24,79,94304,1,0.3,1,120,0,0,0,1,0
3967,33,7,84,95051,1,2.9,3,0,0,0,0,1,0
607,34,8,81,91741,3,0.9,2,208,0,0,0,1,0
2276,40,16,115,94305,1,3.4,1,0,0,0,0,1,0
2973,31,7,38,92182,1,1.8,2,182,0,0,1,1,1
1191,39,15,168,93117,2,8.0,1,152,0,1,0,0,0
1010,28,3,25,91330,2,0.9,3,140,0,0,0,1,0
4057,51,25,113,91320,2,6.3,1,0,0,0,0,0,0
3111,44,20,30,95020,4,0.3,1,0,0,0,0,0,1
4858,37,13,115,90025,1,0.8,2,0,0,0,0,1,1
1835,41,16,23,94143,2,0.3,2,118,0,0,0,0,0
2655,60,36,49,94965,4,2.2,1,204,0,1,0,1,0
2249,63,37,8,94618,1,0.8,2,97,0,0,0,1,0
448,49,23,71,95134,1,1.4,3,0,0,0,0,0,0
692,45,18,48,90025,3,2.5,2,113,0,0,0,1,1
3970,38,11,75,94305,3,2.33,2,0,0,0,0,1,0
1559,35,10,72,91320,3,2.3,1,285,0,0,0,0,0
3570,41,15,24,92130,2,0.8,3,0,0,1,0,1,0
3423,48,23,41,92677,1,1.4,3,0,0,0,0,0,1
2563,45,21,39,92521,2,2.1,3,184,0,0,0,0,1
1865,61,36,61,92103,2,2.8,1,0,0,0,0,0,0
3984,39,13,93,93555,4,3.6,3,0,1,0,0,1,0
2377,58,33,23,91768,3,0.2,1,0,0,0,0,0,0
2684,51,25,19,95812,1,1.4,3,98,0,0,0,0,0
1888,31,7,81,95006,2,2.0,2,0,0,0,1,1,1
176,45,20,85,91711,4,1.1,2,0,0,1,0,1,0
4759,46,21,40,90045,1,0.3,1,116,0,0,0,0,0
212,44,18,55,94720,1,0.2,1,0,0,0,0,0,0
3191,56,26,74,91335,1,3.0,3,0,0,0,0,0,0
390,45,20,155,90024,1,7.0,1,0,0,0,0,1,1
3990,49,25,90,92709,4,1.4,2,0,0,1,0,1,0
4778,32,8,30,94534,4,0.4,2,78,0,0,0,1,0
4015,56,32,23,94720,4,0.7,1,0,0,0,0,1,1
1463,47,21,15,95207,4,0.6,3,77,0,0,0,1,0
4667,34,9,72,94555,3,2.3,1,124,0,0,0,0,0
1219,62,36,98,92122,2,2.8,1,0,0,0,0,0,0
1626,56,30,21,94542,2,0.7,2,0,0,0,0,1,0
1210,46,21,52,91304,3,2.7,2,228,0,0,0,0,1
919,41,16,64,92325,3,0.5,3,0,0,0,0,0,0
458,29,3,69,94303,3,0.3,3,0,0,0,0,0,0
4121,49,23,23,94080,1,1.4,3,0,0,0,0,0,0
4622,57,32,60,93407,3,1.7,1,0,0,1,1,1,1
456,30,4,60,91107,4,2.2,2,0,0,0,0,1,0
1768,41,14,74,92691,3,2.33,2,0,0,0,0,1,0
418,53,29,83,90073,4,1.0,2,0,0,0,0,1,0
4014,62,38,23,91304,2,0.3,3,0,0,0,0,0,0
164,28,4,70,91125,4,2.6,1,0,0,0,0,1,0
531,54,30,21,91706,2,0.2,1,0,0,0,0,0,1
2608,57,33,49,94305,4,1.5,1,214,0,1,1,1,1
4,35,9,100,94112,1,2.7,2,0,0,0,0,0,0
3458,55,31,91,94110,2,2.8,1,0,0,0,0,1,0
369,63,37,30,92054,2,1.0,3,159,0,0,0,1,0
3799,55,25,35,93943,3,1.0,3,144,0,0,0,1,1
4384,28,4,85,94709,3,2.5,1,0,0,0,0,1,0
4299,43,19,122,93106,1,0.3,1,0,0,0,0,1,0
3348,65,41,78,92109,3,2.0,3,0,0,0,1,1,1
2976,57,33,43,91016,3,1.5,1,168,0,0,0,0,1
1484,58,32,63,92717,1,1.6,1,0,0,1,0,1,0
69,47,21,60,93407,3,2.1,1,0,0,0,0,1,1
1120,41,16,79,96064,1,1.0,3,233,0,0,0,1,0
251,30,6,29,94305,3,1.0,2,117,0,0,0,0,0
4108,47,22,81,94123,1,2.9,1,0,0,0,0,0,1
4373,34,10,41,91765,1,2.4,2,0,0,0,0,0,0
2210,36,10,33,94080,3,0.9,1,0,0,0,0,0,0
2228,61,35,59,90840,4,1.7,2,0,0,0,0,1,1
4883,43,19,73,94301,3,2.33,1,0,0,1,1,1,1
2171,39,13,52,95039,3,0.5,3,0,0,1,0,0,1
1293,56,30,164,94610,4,0.5,2,234,1,0,1,1,1
265,45,19,38,90840,2,0.7,1,0,0,0,0,0,0
2433,54,30,45,92182,4,0.9,2,0,0,0,0,0,1
1168,37,12,190,92354,2,3.0,1,475,0,0,0,1,0
493,60,36,38,94596,4,1.3,1,0,0,0,0,1,0
3296,42,16,141,94960,3,4.0,2,0,1,0,0,0,0
2288,30,6,29,92121,1,0.2,3,90,0,0,0,1,0
216,38,14,92,95818,2,0.0,1,249,0,0,0,1,1
4928,43,19,121,94720,1,0.7,2,0,1,0,1,1,1
3263,44,19,85,90024,2,3.8,3,0,0,0,0,1,0
710,29,4,72,95841,4,2.2,1,0,0,0,0,1,0
3616,58,34,149,95616,2,6.0,1,0,0,0,0,1,1
1011,27,3,98,95616,2,2.5,1,361,0,1,1,1,1
4941,46,22,19,92870,3,0.5,1,0,0,0,0,1,0
